"CustomerID","CustomerName","CustomerType","CustomerRiskClass","CustomerRiskLevel","IsCharityOrg","IsClosed","IsCorrBank","IsFEP","IsMSB","IsOffshoreBank","IsPEP","IsPSP","IsCIB","IsNBFI","IsFCB"
"ALMA SA DE C000","ALMAPA SA DE CV","B","LowRisk","Low","","","","","","","","","","",""
"ALMACHE0S5C.000","ALMACHE SIERRA SILVIA CAROLINA","I","DefClass","","","","","","","","","","","",""
"ALMAGUE1R7..000","ALMAGUER REINALDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMAGUE6P7S.000","ALMAGUER I/T/F PATRICIA S","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMANZA1M5..000","ALMANZAR MELVIN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMAO..0R4..000","ALMAO ROGER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMARAL2G9..000","ALMARALES GUMERCINDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMAZAN0I5N.000","ALMAZAN ISABEL NOCHOLE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMAZAN0M6P.000","ALMAZAN MATILDE PEDRAZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMAZAN0S8P.000","ALMAZAN SEBASTIAN P","I","IndLowRisk","Low","","","","","","","","","","",""
"ALME HO DE C001","ALMENDARES HOMES DEVELOPMENT CORPOR","B","LowRisk","Low","","","","","","","","","","",""
"ALMEIDA0A4A.001","ALMEIDA ADRIA ADRIAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0A6..000","ALMEIDA ARMANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0J3..000","ALMEIDA JUAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0J3M.002","ALMEIDA JUAN MIGUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0M4..001","ALMEIDA MAYTE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0M4V.000","ALMEIDA QUIMBIULCO MARIA VERONICA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0O6..000","ALMEIDA OSVALDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0O6V.000","ALMEIDA ORLANDO V","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA0T7P.000","ALMEIDA TERESITA P.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA5M5F.000","ALMEIDA TERAN MANUEL FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA6B7A.000","ALMEIDA MOLINA BERNARDO ANDRES","I","DefClass","","","","","","","","","","","",""
"ALMEIDA6I4F.000","ALMEIDA MOLINA IRENE FERNANDA","I","DefClass","","","","","","","","","","","",""
"ALMEIDA7F5X.000","ALMEIDA GALINDO FREDDY XAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMEIDA8G7P.000","ALMEIDA MONTALVO GIOVANNI PATRICIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMENDA9J3..000","CALERO JOSE ALMENDAREZ","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIRAL1J3A.000","ALMIRALL JOSE A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIRAL1J4C.000","ALMIRALL JORGE C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIRAL1J4C.001","ALMIRALL JORGE C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIRAL1M5B.000","ALMIRALL MAGALI B","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIROL1L4..000","ALMIROLA LETTY","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMIROL1L4M.000","ALMIROLA LETTY MARIE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMO S   A  000","ALMODON S.A.","B","LowRisk","Low","","","","","","","","","","",""
"ALMONAC2V5A.000","ALMONACID VICTOR ADOLFO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMONTE2P4I.000","OR PEDRO I ALMONTE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALMOUSE3A4..000","ALMOUSELEH AYHAM","I","IndLowRisk","Low","","","","","","","","","","",""
"ALNA HOL LL 000","ALNACO HOLDINGS, LLC","B","MediumRisk","Medium","","","","","","","","","","",""
"ALOISI.0A5S.000","ALOISI ALBERT S","I","IndLowRisk","Low","","","","","","","","","","",""
"ALON AU SA C000","ALONSO AUTO SALES CORP","B","LowRisk","Low","","","","","","","","","","",""
"ALONSO-4M5..000","ALONSO-POCH MANUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0A5A.000","ALONSO AMAURY A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0A5F.000","ALONSO ARTURO F.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0A6..000","ALONSO ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0A6..001","ALONSO AURELIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0A8..000","ALONSO ALEJANDRO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0B6..000","ALONSO BEATRIZ","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0D6..000","ALONSO DOMINGO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0E3E.000","ALONSO ELOY E","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0E3J.000","ALONSO ELOY J","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0F6..000","ALONSO FRANCES","I","DefClass","","","","","","","","","","","",""
"ALONSO.0F7C.000","CAMINO ALONSO FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0H6E.000","ALONSO HORACIO ENRIQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0J3L.000","ALONSO JOSE LUIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0J3M.000","ALONSO JOSE M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0J4..000","ALONSO JANET","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0J4E.000","ALONSO JORGE E","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0J4R.000","ALONSO JUANA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0K7..000","ALONSO KATERINE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0L3R.000","ALONSO LUIS R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0L4..000","ALONSO LIDIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0L4..001","ALONSO LAURA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0L4F.000","ALONSO LEDYS F","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0L4L.000","ALONSO LIDIA L","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0M4..000","ALONSO MAYDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0M4C.000","ALONSO MARIA C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0M4D.000","ALONSO MARIA D","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0M5..000","ALONSO MIREYA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0N4..000","ALONSO NANCY","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0O5M.000","ALONSO OFELIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0O7..000","ALONSO ORLINDES","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0P4A.000","ALONSO PEDRO A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0P4A.002","ALONSO PEDRO ALBERTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0R3V.000","ALONSO ROSA V","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0R6..000","ALONSO RICHARD","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0S4..000","ALONSO SONIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0S4..001","ALONSO SALLY","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0S5..000","ALONSO SAMUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0T4..000","ALONSO TOMAS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0T5..000","ALONSO THOMAS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0T7..000","ALONSO TERESITA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.0Z2S.000","ALONSO ZOE SUSANA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.2M4..000","SOLIS MARIO ALONSO CORDERO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONSO.4Y4M.000","ALONSO ROJAS YOANN MARIEL","I","DefClass","","","","","","","","","","","",""
"ALONSO.7L3..000","ARBUROLA LUIS ALONSO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALONZO.0N3J.000","RODRIGUEZ ALONZO NEIL JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALOS...0H4L.000","ALOS HENRY L","I","IndLowRisk","Low","","","","","","","","","","",""
"ALOUSH.0A4..000","ALOUSH ARIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALOUSH.0E6..000","ALOUSH ELIYAHU","I","IndLowRisk","Low","","","","","","","","","","",""
"ALOW BU PA C001","A LOW BUDGET PAINTING CORP","B","MediumRisk","Medium","","","","","","","","","","",""
"ALPA RO TE I000","ALPA ROOFING TECHNOLOGY INC","B","LowRisk","Low","","","","","","","","","","",""
"ALPH EPS DE 000","ALPHA EPSILON DELTA","B","LowRisk","Low","","","","","","","","","","",""
"ALPH GR GR L000","ALPHA DRAGON GROUP LIMITED","B","HighRisk","High","","","","","","","","","","",""
"ALPH KAP PS 000","ALPHA KAPPA PSI","B","LowRisk","Low","","","","","","","","","","",""
"ALPH OM AL C000","ALPHA & OMEGA ALF  CORP","B","LowRisk","Low","","","","","","","","","","",""
"ALPH PI  MU 000","ALPHA PI MU","B","LowRisk","Low","","","","","","","","","","",""
"ALPI INC    000","ALPIZAR INC","B","LowRisk","Low","","","","","","","","","","",""
"ALPIZAR0A5M.000","ALPIZAR ALVARO M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0C7..000","ALPIZAR CAROLINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0I5R.000","ALPIZAR IDANIA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0J5..000","ALPIZAR JULIAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0M0..000","ALPIZAR MARIATERESA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0M0..001","ALPIZAR CAROLINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0M0M.000","ALPIZAR MARIATERESA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0M5M.000","ALPIZAR MONICA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0N6..000","ALPIZAR NEREIDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR0R7..000","ALPIZAR REYNALDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR5M0..000","C MARIATERESA ALPIZAR ACF","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR6C4E.000","ALPIZAR-ROJAS CAROL E","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR6M0..000","MOLINA LINNETT MARIE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR6M0..001","MOLINA ADRIAN J","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR6S5M.000","ARROYO SANDRA M ALPIZAR","I","IndLowRisk","Low","","","","","","","","","","",""
"ALPIZAR8A5M.000","ANTILLON ALVARO M ALPIZAR","I","IndLowRisk","Low","","","","","","","","","","",""
"ALS  CAR CO 000","AL-S CARIBBEAN CORPORATION","B","LowRisk","Low","","","","","","","","","","",""
"ALS  SP PR I000","A.L.S.SPECIALTY PRODUCTS,INC.","B","LowRisk","Low","","","","","","","","","","",""
"ALSINA.6L4..000","ALSINA CALLIZO LAURA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTA TE AL S000","ALTA TENSION ALTATEN SA","B","MediumRisk","Medium","","","","","","","","","Y","",""
"ALTAMIR0M4A.000","ALTAMIRANO AGUIRRE MARIA ALEXANDRA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTAMIR3A5..000","ALTAMIRANO ARTURO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTAMIR3C4P.000","ALTAMIRANO CARLA P","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTAMIR3D5G.000","ALTAMIRANO CORDOVA DANIEL GEOVANNY","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTAMIR3P5A.000","ALTAMIRANO LOPEZ PAMELA ALEJANDRA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTAMIR3R3A.000","ALTAMIRANO FLORES RENE ALBERTO","I","DefClass","","","","","","","","","","","",""
"ALTARRI2J7..000","ALTARRIBA JEANETTE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTARRI2M5A.000","ALTARRIBA MIGUEL A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTARRI2M6..000","ALTARRIBA MICHAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTARRI2M7A.000","ALTARRIBA MERCEDES A.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTARRI2M7A.001","ALTARRIBA MERCEDES A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTE CHA IN 000","ALTEX CHARTERED INC","B","LowRisk","Low","","","","","","","","","","",""
"ALTE EN C SD000","ALTERNATIVAS EN COMPUTACION SA DE C","B","LowRisk","Low","","","","","","","","","","",""
"ALTE TR MI S000","ALTERNATIVE TRANSPORTATION OF MIAMI","B","LowRisk","Low","","","","","","","","","","",""
"ALTEMOS1H4H.001","ALTEMOSE HELEN H","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTEMOS1R5A.001","ALTEMOSE ROBERT A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTER..0D7..000","ALTER DANIELLE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTER..0L6..000","ALTER LUCILLE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTER..0R4..000","ALTER ROGER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTI IN GR L000","ALTIMA INTERNATIONAL GROUP LLC","B","MediumRisk","Medium","","","","","","","","","","",""
"ALTI MA GR L000","ALTIMA MANAGEMENT GROUP LLC","B","LowRisk","Low","","","","","","","","","","",""
"ALTO EIG IN 000","ALTON EIGHTEEN INC","B","LowRisk","Low","","","","","","","","","","",""
"ALTO SH NE I000","ALTO SHOPPING NETWORK INC","B","LowRisk","Low","","","","","","","","","","",""
"ALTR EXP IN 000","ALTRONIC EXPORTS INC","B","LowRisk","Low","","","","","","","","","","",""
"ALTU DE V HI000","ALTURAS DEL VEDADO HOMES INC","B","LowRisk","Low","","","","","","","","","","",""
"ALTUVE.0G7A.000","ALTUVE GILBERTO ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALTUVE.0I5D.001","ALTUVE IMELDA DEL CARMEN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALUART.0A6A.000","ALUART ARMANDO A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVA BA O DG000","ALVARO BA¥OS DBA GALLO FINO TILE &","B","LowRisk","Low","","","","","","","","","","",""
"ALVA BAR LL 000","ALVAREZ & BARBARA LLP","B","LowRisk","Low","","","","","","","","","","",""
"ALVA CON IN 000","ALVARADO CONSTRUCTION, INC.","B","LowRisk","Low","","","","","","","","","","",""
"ALVA H  S MD000","ALVARO H SKUPIN MD PA","B","LowRisk","Low","","","","","","","","","","",""
"ALVA INC    000","ALVACARE INC","B","LowRisk","Low","","","","","","","","","","",""
"ALVA INC    001","ALVASU, INC.","B","LowRisk","Low","","","","","","","","","","",""
"ALVA J  J MD000","ALVARO J JEREZ MD PA","B","LowRisk","Low","","","","","","","","","","",""
"ALVA PA EN I000","ALVAREZ PAINTING ENTERPRISES, INC.","B","LowRisk","Low","","","","","","","","","","",""
"ALVA TIL IN 000","ALVAREZ TILES INC","B","LowRisk","Low","","","","","","","","","","",""
"ALVARAD0D6..000","SAGASTUME DIXIANA ALVARADO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD0G5D.000","ALVARADO RODRIGUEZ GLENDA D","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1A5M.000","ALVARADO ROSSI ADRIAN MARTIN","I","DefClass","","","","","","","","","","","",""
"ALVARAD1C4..000","ALVARADO CELSO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1C4..001","ALVARADO CESAR","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1C5D.000","ALVARADO ROSSI CARLOS DAVID","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1E4..000","ALVARADO ESTER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1I5M.000","ALVARADO ILEANA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1J4F.000","ALVARADO JOSUE F","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1J4F.001","ALVARADO BONILLA JEFRI FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1L3P.000","ALVARADO LILA PATRICIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1M4M.000","ALVARADO MARIA MERCEDES","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1M5..000","ALVARADO MIRIAM","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1M6..000","ALVARADO MARISOL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1O4O.000","ALVARADO OSCAR ORLANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1S5A.000","ALVARADO SERGIO ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD1S5M.000","ALVARADO SILVIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD2Y5C.000","ALVARADO DE GONZALEZ YANETH CAROLINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD2Z4J.000","CASTELLANOS ZULMA J ALVARADO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD3M4..000","OR MINOR ALVARADO RODRIGUEZ","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD5A4A.001","ADUM ANITA ALEXANDRA ALVARADO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD5M5I.000","ALVARADO BAUS MIRIAM ISABEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD5P4D.000","ALVARADO POLO PABLO DANILO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD6M4F.000","ALVARADO RUGEL MARIA FRANCISCA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD6P6J.000","ALVARADO IZAZA PRESLEY JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD6Y6..000","GOMEZ YOLANDA ALVARADO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD7X5E.001","ALVARADO ROBLES XAVIER EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD8E5H.000","ALVARADO PAZMINO EDISON HIRAM","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD8F7E.000","ALVARADO SCHULDT FABRICIO ERNESTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD8J4I.000","ALVARADO CARRERA JORGE IVAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD8L3X.000","ALVARADO CORNEJO LUIS XAVIER","I","DefClass","","","","","","","","","","","",""
"ALVARAD8N3Y.001","CANALES NURY YAMILETH ALVARADO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD8V6S.000","ALVARADO CARRION VALERIA STEPHANIE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARAD9A2C.000","ALVARADO PANIAGUA ANA CAROLINA","I","DefClass","","","","","","","","","","","",""
"ALVAREN0A2M.000","DE ANA M ALVARENGA CERNA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREN2J5A.000","ALVARENGA JULVIO A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREN8I3G.000","GARCIA IVAN G ALVARENGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREN8N5P.000","GARCIA NADINA P ALVARENGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVARES0M5..000","ALVAREZ MAXIMO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A2J.000","ALVAREZ ANA JULIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A3..001","ALVAREZ ANDY","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A4..001","ALVAREZ ARIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5..000","ALVAREZ AMANDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5..001","ALVAREZ ALEXIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5..002","ALVAREZ ANDREW","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5C.000","ALVAREZ ALFRED CALIXTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5L.000","GOMEZ ALVAREZ AMALIA LISANDRA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5M.000","ALVAREZ ANGELA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5R.000","ALVAREZ ALBERT R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A5R.001","ALVAREZ AMELIA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A6..000","ALVAREZ ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A6..001","ALVAREZ ALIUSKA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A6..002","ALVAREZ ARLEENE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A6C.000","ALVAREZ ANTONIO C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0A7..000","ALVAREZ ANGELINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0B5..000","ALVAREZ BELKIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0B5..001","CUSTODIAN BELKIS ALVAREZ,","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0B6..001","ALVAREZ BARBARA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0B6M.000","ALVAREZ BARBARA MADELYN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0B9..000","ALVAREZ BIENVENIDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0C5..000","ALVAREZ CARLOS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0C5L.000","ALVAREZ CARMEN L.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0C5M.000","ALVAREZ CARLOS M.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0C7R.000","ALVAREZ CONSUELO R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0C8C.000","ALVAREZ CARMELINA C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0D4R.000","ALVAREZ DAVID R.","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0D5..001","PEREZ ALVAREZ DAMASO JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0D6..001","ALVAREZ DARLINE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E3V.000","ALVAREZ ENMA V","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E5..000","ALVAREZ EMILIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E6..000","ALVAREZ ENRIQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E6..001","ALVAREZ ESTEBAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E6..002","ALVAREZ EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E6J.000","ALVAREZ ELPIDIO J","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E6M.000","ALVAREZ ESTEBAN MANUEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E7..000","ALVAREZ ENOVELIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0E7A.000","ALVAREZ EVARISTO A","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F4H.000","ALVAREZ FRANK H","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F5..000","ALVAREZ FAUSTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F5R.000","ALVAREZ FELISA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F7B.000","ALVAREZ FERNANDO B","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F7J.000","ALVAREZ FERNANDO J","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F8..000","ALVAREZ FRANCISCO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0F8..001","ALVAREZ FRANCISCO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G4C.000","ALVAREZ GRACE C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5..000","ALVAREZ GLADYS","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5C.000","ALVAREZ GLADYS C","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5M.000","ALVAREZ GLORIA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5M.001","ALVAREZ GLORIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5R.000","ALVAREZ GASTON R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G5R.001","ALVAREZ GASTON R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G6I.000","PASOS ALVAREZ GABRIEL IGNACIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G8..001","ALVAREZ GUILLERMO","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0G8B.000","ALVAREZ GUILLERMO B","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H3V.000","ALVAREZ HUGO V","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H5..000","ALVAREZ HAYDEE","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H5..001","ALVAREZ HEISEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H5F.000","ALVAREZ HECTOR F","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H7R.001","ALVAREZ HERMINIO R","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0H8..000","ALVAREZ HORTENSIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0I2M.000","ALVAREZ PALACIOS INA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ALVAREZ0I5..000","ALVAREZ ISRAEL","I","IndLowRisk","Low","","","","","","","","","","",""
